year,month,average_temperature_f,temperature_anomaly_f,state
2016,1,30.9,1.5,Missouri
2016,2,39.1,5.4,Missouri
2016,3,50.4,6.9,Missouri
2016,4,57.3,2.7,Missouri
2016,5,62.7,-1.6,Missouri
2016,6,76.9,3.9,Missouri
2016,7,78.1,0.5,Missouri
2016,8,76.7,0.7,Missouri
2016,9,71.7,3.4,Missouri
2016,10,62.1,5,Missouri
2016,11,51,7.4,Missouri
2016,12,32.4,-0.6,Missouri
2017,1,35.4,6,Missouri
2017,2,45.1,11.4,Missouri
2017,3,48.4,4.9,Missouri
2017,4,58.5,3.9,Missouri
2017,5,64.1,-0.2,Missouri
2017,6,73.5,0.5,Missouri
2017,7,78.8,1.2,Missouri
2017,8,72.1,-3.9,Missouri
2017,9,70.4,2.1,Missouri
2017,10,59,1.9,Missouri
2017,11,46.2,2.6,Missouri
2017,12,34.3,1.3,Missouri
2018,1,28,-1.4,Missouri
2018,2,35.6,1.9,Missouri
2018,3,44,0.5,Missouri
2018,4,48.2,-6.4,Missouri
2018,5,72.5,8.2,Missouri
2018,6,77.4,4.4,Missouri
2018,7,78.2,0.6,Missouri
2018,8,76.4,0.4,Missouri
2018,9,71.3,3,Missouri
2018,10,56.4,-0.7,Missouri
2018,11,37.6,-6,Missouri
2018,12,36.8,3.8,Missouri
2019,1,31,1.6,Missouri
2019,2,33,-0.7,Missouri
2019,3,40.9,-2.6,Missouri
2019,4,56.7,2.1,Missouri
2019,5,64.5,0.2,Missouri
2019,6,72.4,-0.6,Missouri
2019,7,77.6,0,Missouri
2019,8,75.3,-0.7,Missouri
2019,9,74.8,6.5,Missouri
2019,10,54.3,-2.8,Missouri
2019,11,40.2,-3.4,Missouri
2019,12,39,6,Missouri
2020,1,34.5,5.1,Missouri
2020,2,35.4,1.7,Missouri
2020,3,48.8,5.3,Missouri
2020,4,53.1,-1.5,Missouri
2020,5,62,-2.3,Missouri
2020,6,75.1,2.1,Missouri
2020,7,79.2,1.6,Missouri
2020,8,74.2,-1.8,Missouri
2020,9,67.3,-1,Missouri
2020,10,53.6,-3.5,Missouri
2020,11,49.6,6,Missouri
2020,12,36.3,3.3,Missouri
2010,1,20.6,3.8,Montana
2010,2,21.1,-0.2,Montana
2010,3,36.2,6.8,Montana
2010,4,41.6,0.9,Montana
2010,5,46.3,-4,Montana
2010,6,57.5,-0.8,Montana
2010,7,64.3,-1.4,Montana
2010,8,63.8,-0.2,Montana
2010,9,54.1,0.3,Montana
2010,10,47.6,4.4,Montana
2010,11,26.6,-2.9,Montana
2010,12,19,-1.7,Montana
2011,1,19.1,2.3,Montana
2011,2,16.4,-4.9,Montana
2011,3,28.6,-0.8,Montana
2011,4,37.7,-3,Montana
2011,5,47.1,-3.2,Montana
2011,6,56.3,-2,Montana
2011,7,66.6,0.9,Montana
2011,8,66.8,2.8,Montana
2011,9,58.3,4.5,Montana
2011,10,45.9,2.7,Montana
2011,11,30,0.5,Montana
2011,12,26.2,5.5,Montana
2012,1,25.1,8.3,Montana
2012,2,24.9,3.6,Montana
2012,3,39.4,10,Montana
2012,4,44.8,4.1,Montana
2012,5,49.5,-0.8,Montana
2012,6,60.2,1.9,Montana
2012,7,70.7,5,Montana
2012,8,66.7,2.7,Montana
2012,9,58.2,4.4,Montana
2012,10,41,-2.2,Montana
2012,11,32.4,2.9,Montana
2012,12,21.5,0.8,Montana
2013,1,21.7,4.9,Montana
2013,2,27.4,6.1,Montana
2013,3,30.5,1.1,Montana
2013,4,36.9,-3.8,Montana
2013,5,51.9,1.6,Montana
2013,6,59,0.7,Montana
2013,7,67.5,1.8,Montana
2013,8,67.3,3.3,Montana
2013,9,58.8,5,Montana
2013,10,40.8,-2.4,Montana
2013,11,30.4,0.9,Montana
2013,12,16.4,-4.3,Montana
2014,1,24.5,7.7,Montana
2014,2,14.7,-6.6,Montana
2014,3,29.4,0,Montana
2014,4,41,0.3,Montana
2014,5,51.1,0.8,Montana
2014,6,56.5,-1.8,Montana
2014,7,67.6,1.9,Montana
2014,8,64.8,0.8,Montana
2014,9,55.1,1.3,Montana
2014,10,47.9,4.7,Montana
2014,11,25.3,-4.2,Montana
2014,12,25,4.3,Montana
2015,1,24.7,7.9,Montana
2015,2,26.9,5.6,Montana
2015,3,39.5,10.1,Montana
2015,4,42.8,2.1,Montana
2015,5,49.6,-0.7,Montana
2015,6,63.8,5.5,Montana
2015,7,66.2,0.5,Montana
2015,8,65.9,1.9,Montana
2015,9,57.3,3.5,Montana
2015,10,48,4.8,Montana
2015,11,30,0.5,Montana
2015,12,23.6,2.9,Montana
2016,1,23.4,6.6,Montana
2016,2,33.6,12.3,Montana
2016,3,37.4,8,Montana
2016,4,45,4.3,Montana
2016,5,51,0.7,Montana
2016,6,62.4,4.1,Montana
2016,7,65.9,0.2,Montana
2016,8,64.4,0.4,Montana
2016,9,54.8,1,Montana
2016,10,44.3,1.1,Montana
2016,11,39.1,9.6,Montana
2016,12,14.2,-6.5,Montana
2017,1,15.2,-1.6,Montana
2017,2,25.4,4.1,Montana
2017,3,35.8,6.4,Montana
2017,4,42.1,1.4,Montana
2017,5,52.3,2,Montana
2017,6,60.6,2.3,Montana
2017,7,71.6,5.9,Montana
2017,8,65.5,1.5,Montana
2017,9,55.2,1.4,Montana
2017,10,42.6,-0.6,Montana
2017,11,30.7,1.2,Montana
2017,12,21.1,0.4,Montana
2018,1,21.7,4.9,Montana
2018,2,11.4,-9.9,Montana
2018,3,28.3,-1.1,Montana
2018,4,37.9,-2.8,Montana
2018,5,55.7,5.4,Montana
2018,6,59.2,0.9,Montana
2018,7,66.8,1.1,Montana
2018,8,64.5,0.5,Montana
2018,9,53,-0.8,Montana
2018,10,41.6,-1.6,Montana
2018,11,30.2,0.7,Montana
2018,12,25,4.3,Montana
2019,1,24.7,7.9,Montana
2019,2,5.1,-16.2,Montana
2019,3,25.2,-4.2,Montana
2019,4,41.9,1.2,Montana
2019,5,47.7,-2.6,Montana
2019,6,58.6,0.3,Montana
2019,7,65,-0.7,Montana
2019,8,64.8,0.8,Montana
2019,9,55,1.2,Montana
2019,10,35.4,-7.8,Montana
2019,11,29.3,-0.2,Montana
2019,12,25.8,5.1,Montana
2020,1,23.4,6.6,Montana
2020,2,25.6,4.3,Montana
2020,3,31.6,2.2,Montana
2020,4,38.3,-2.4,Montana
2020,5,50.6,0.3,Montana
2020,6,59.3,1,Montana
2020,7,65.6,-0.1,Montana
2020,8,67.4,3.4,Montana
2020,9,57,3.2,Montana
2020,10,39.3,-3.9,Montana
2020,11,32.8,3.3,Montana
2020,12,28.5,7.8,Montana
2010,1,22.1,-0.1,Nebraska
2010,2,23,-3.7,Nebraska
2010,3,39.7,3.9,Nebraska
2010,4,51.7,4,Nebraska
2010,5,56.3,-2.1,Nebraska
2010,6,69.6,1.3,Nebraska
2010,7,74.5,0,Nebraska
2010,8,74.8,2.4,Nebraska
2010,9,63.6,0.8,Nebraska
2010,10,54,3.2,Nebraska
2010,11,36.7,0.8,Nebraska
2010,12,26.1,0.8,Nebraska
2011,1,20.4,-1.8,Nebraska
2011,2,24.5,-2.2,Nebraska
2011,3,37.1,1.3,Nebraska
2011,4,47.5,-0.2,Nebraska
2011,5,56,-2.4,Nebraska
2011,6,68.2,-0.1,Nebraska
2011,7,77.7,3.2,Nebraska
2011,8,73.9,1.5,Nebraska
2011,9,60.6,-2.2,Nebraska
2011,10,52.7,1.9,Nebraska
2011,11,38.2,2.3,Nebraska
2011,12,28.6,3.3,Nebraska
2012,1,30.4,8.2,Nebraska
2012,2,29.3,2.6,Nebraska
2012,3,50.8,15,Nebraska
2012,4,53.5,5.8,Nebraska
2012,5,62.3,3.9,Nebraska
2012,6,73.4,5.1,Nebraska
2012,7,80,5.5,Nebraska
2012,8,73,0.6,Nebraska
2012,9,64.1,1.3,Nebraska
2012,10,48.2,-2.6,Nebraska
2012,11,40,4.1,Nebraska
2012,12,27.6,2.3,Nebraska
2013,1,25.5,3.3,Nebraska
2013,2,28.8,2.1,Nebraska
2013,3,34.8,-1,Nebraska
2013,4,42.5,-5.2,Nebraska
2013,5,58.5,0.1,Nebraska
2013,6,68.8,0.5,Nebraska
2013,7,73.2,-1.3,Nebraska
2013,8,73.8,1.4,Nebraska
2013,9,68,5.2,Nebraska
2013,10,48.8,-2,Nebraska
2013,11,36,0.1,Nebraska
2013,12,22.8,-2.5,Nebraska
2014,1,25.4,3.2,Nebraska
2014,2,20.8,-5.9,Nebraska
2014,3,35.4,-0.4,Nebraska
2014,4,48.3,0.6,Nebraska
2014,5,58.5,0.1,Nebraska
2014,6,68.1,-0.2,Nebraska
2014,7,71.2,-3.3,Nebraska
2014,8,72.2,-0.2,Nebraska
2014,9,62.9,0.1,Nebraska
2014,10,53.2,2.4,Nebraska
2014,11,32.2,-3.7,Nebraska
2014,12,28,2.7,Nebraska
2015,1,27.2,5,Nebraska
2015,2,26.1,-0.6,Nebraska
2015,3,42.9,7.1,Nebraska
2015,4,50.5,2.8,Nebraska
2015,5,56.2,-2.2,Nebraska
2015,6,69.8,1.5,Nebraska
2015,7,73.4,-1.1,Nebraska
2015,8,70.9,-1.5,Nebraska
2015,9,68.6,5.8,Nebraska
2015,10,54.3,3.5,Nebraska
2015,11,40.1,4.2,Nebraska
2015,12,29.7,4.4,Nebraska
2016,1,26,3.8,Nebraska
2016,2,35,8.3,Nebraska
2016,3,43.9,8.1,Nebraska
2016,4,49.9,2.2,Nebraska
2016,5,57.2,-1.2,Nebraska
2016,6,73.3,5,Nebraska
2016,7,74.2,-0.3,Nebraska
2016,8,71.8,-0.6,Nebraska
2016,9,65,2.2,Nebraska
2016,10,55.4,4.6,Nebraska
2016,11,44.3,8.4,Nebraska
2016,12,23.8,-1.5,Nebraska
2017,1,24.8,2.6,Nebraska
2017,2,35.4,8.7,Nebraska
2017,3,42.2,6.4,Nebraska
2017,4,49.7,2,Nebraska
2017,5,57,-1.4,Nebraska
2017,6,70.7,2.4,Nebraska
2017,7,76.8,2.3,Nebraska
2017,8,69,-3.4,Nebraska
2017,9,65,2.2,Nebraska
2017,10,51,0.2,Nebraska
2017,11,39.9,4,Nebraska
2017,12,26.6,1.3,Nebraska
2018,1,23,0.8,Nebraska
2018,2,21.7,-5,Nebraska
2018,3,38.5,2.7,Nebraska
2018,4,41.2,-6.5,Nebraska
2018,5,63.8,5.4,Nebraska
2018,6,72.2,3.9,Nebraska
2018,7,73.4,-1.1,Nebraska
2018,8,70.8,-1.6,Nebraska
2018,9,65.7,2.9,Nebraska
2018,10,47.2,-3.6,Nebraska
2018,11,33.5,-2.4,Nebraska
2018,12,28.1,2.8,Nebraska
2019,1,26.4,4.2,Nebraska
2019,2,17.2,-9.5,Nebraska
2019,3,31.7,-4.1,Nebraska
2019,4,49.2,1.5,Nebraska
2019,5,53.5,-4.9,Nebraska
2019,6,68,-0.3,Nebraska
2019,7,74.5,0,Nebraska
2019,8,71.5,-0.9,Nebraska
2019,9,68.3,5.5,Nebraska
2019,10,44.2,-6.6,Nebraska
2019,11,35.2,-0.7,Nebraska
2019,12,30.2,4.9,Nebraska
2020,1,27.2,5,Nebraska
2020,2,29.6,2.9,Nebraska
2020,3,41.1,5.3,Nebraska
2020,4,46.1,-1.6,Nebraska
2020,5,56.8,-1.6,Nebraska
2020,6,73.5,5.2,Nebraska
2020,7,75.3,0.8,Nebraska
2020,8,74,1.6,Nebraska
2020,9,62.7,-0.1,Nebraska
2020,10,46.4,-4.4,Nebraska
2020,11,42.6,6.7,Nebraska
2020,12,31.3,6,Nebraska
2010,1,32.9,2.9,Nevada
2010,2,35.8,1.6,Nevada
2010,3,39.9,0.3,Nevada
2010,4,44.2,-2.4,Nevada
2010,5,49.2,-5.8,Nevada
2010,6,64.8,0.9,Nevada
2010,7,74.1,2,Nevada
2010,8,69.9,-0.2,Nevada
2010,9,63.9,2.2,Nevada
2010,10,52.9,2.2,Nevada
2010,11,37.4,-1.5,Nevada
2010,12,35.6,4.4,Nevada
2011,1,32.9,2.9,Nevada
2011,2,32.8,-1.4,Nevada
2011,3,40.6,1,Nevada
2011,4,44.4,-2.2,Nevada
2011,5,50.8,-4.2,Nevada
2011,6,62.4,-1.5,Nevada
2011,7,71.9,-0.2,Nevada
2011,8,72.5,2.4,Nevada
2011,9,65.6,3.9,Nevada
2011,10,52.4,1.7,Nevada
2011,11,37.6,-1.3,Nevada
2011,12,30.9,-0.3,Nevada
2012,1,35,5,Nevada
2012,2,34.6,0.4,Nevada
2012,3,42.4,2.8,Nevada
2012,4,49.9,3.3,Nevada
2012,5,58,3,Nevada
2012,6,66.2,2.3,Nevada
2012,7,73.7,1.6,Nevada
2012,8,74.2,4.1,Nevada
2012,9,66.2,4.5,Nevada
2012,10,53.4,2.7,Nevada
2012,11,43.4,4.5,Nevada
2012,12,31.3,0.1,Nevada
2013,1,26,-4,Nevada
2013,2,33.3,-0.9,Nevada
2013,3,44.7,5.1,Nevada
2013,4,48.4,1.8,Nevada
2013,5,56.5,1.5,Nevada
2013,6,68.6,4.7,Nevada
2013,7,76.3,4.2,Nevada
2013,8,71.6,1.5,Nevada
2013,9,62.5,0.8,Nevada
2013,10,48.1,-2.6,Nevada
2013,11,41.5,2.6,Nevada
2013,12,28.4,-2.8,Nevada
2014,1,37.1,7.1,Nevada
2014,2,39.2,5,Nevada
2014,3,43.4,3.8,Nevada
2014,4,49,2.4,Nevada
2014,5,57.4,2.4,Nevada
2014,6,66.7,2.8,Nevada
2014,7,76.1,4,Nevada
2014,8,69.5,-0.6,Nevada
2014,9,65.5,3.8,Nevada
2014,10,55.4,4.7,Nevada
2014,11,41.5,2.6,Nevada
2014,12,35.6,4.4,Nevada
2015,1,37.7,7.7,Nevada
2015,2,42.8,8.6,Nevada
2015,3,47.6,8,Nevada
2015,4,47.8,1.2,Nevada
2015,5,55.4,0.4,Nevada
2015,6,71,7.1,Nevada
2015,7,70.9,-1.2,Nevada
2015,8,72.7,2.6,Nevada
2015,9,65.9,4.2,Nevada
2015,10,56.2,5.5,Nevada
2015,11,35.9,-3,Nevada
2015,12,30.8,-0.4,Nevada
2016,1,31.1,1.1,Nevada
2016,2,38,3.8,Nevada
2016,3,44.2,4.6,Nevada
2016,4,50.1,3.5,Nevada
2016,5,55.1,0.1,Nevada
2016,6,69.7,5.8,Nevada
2016,7,73.7,1.6,Nevada
2016,8,72.1,2,Nevada
2016,9,62.3,0.6,Nevada
2016,10,53.2,2.5,Nevada
2016,11,43.2,4.3,Nevada
2016,12,30.5,-0.7,Nevada
2017,1,29.1,-0.9,Nevada
2017,2,38.1,3.9,Nevada
2017,3,45.7,6.1,Nevada
2017,4,47.1,0.5,Nevada
2017,5,57.1,2.1,Nevada
2017,6,68.6,4.7,Nevada
2017,7,76.2,4.1,Nevada
2017,8,73.5,3.4,Nevada
2017,9,61.6,-0.1,Nevada
2017,10,50.4,-0.3,Nevada
2017,11,44.4,5.5,Nevada
2017,12,34.8,3.6,Nevada
2018,1,38.5,8.5,Nevada
2018,2,33.7,-0.5,Nevada
2018,3,39.5,-0.1,Nevada
2018,4,50,3.4,Nevada
2018,5,57.7,2.7,Nevada
2018,6,67.8,3.9,Nevada
2018,7,77,4.9,Nevada
2018,8,73.2,3.1,Nevada
2018,9,65,3.3,Nevada
2018,10,50.3,-0.4,Nevada
2018,11,39.4,0.5,Nevada
2018,12,32,0.8,Nevada
2019,1,34.1,4.1,Nevada
2019,2,30,-4.2,Nevada
2019,3,40.1,0.5,Nevada
2019,4,50.1,3.5,Nevada
2019,5,51.7,-3.3,Nevada
2019,6,64.3,0.4,Nevada
2019,7,72.8,0.7,Nevada
2019,8,73.1,3,Nevada
2019,9,61.7,0,Nevada
2019,10,45.6,-5.1,Nevada
2019,11,41.8,2.9,Nevada
2019,12,33.2,2,Nevada
2020,1,35.3,5.3,Nevada
2020,2,36.3,2.1,Nevada
2020,3,40.5,0.9,Nevada
2020,4,48.8,2.2,Nevada
2020,5,58.8,3.8,Nevada
2020,6,65,1.1,Nevada
2020,7,74.2,2.1,Nevada
2020,8,75.6,5.5,Nevada
2020,9,66.6,4.9,Nevada
2020,10,55.3,4.6,Nevada
2020,11,40.5,1.6,Nevada
2020,12,32.4,1.2,Nevada
2010,1,21.1,4,New Hampshire
2010,2,25.3,6.8,New Hampshire
2010,3,37,8.2,New Hampshire
2010,4,46.7,6,New Hampshire
2010,5,56.7,4.1,New Hampshire
2010,6,63,1.5,New Hampshire
2010,7,70.4,3.9,New Hampshire
2010,8,66,1.9,New Hampshire
2010,9,60.1,3.5,New Hampshire
2010,10,46.3,0.5,New Hampshire
2010,11,36.1,1.9,New Hampshire
2010,12,23.1,1.4,New Hampshire
2011,1,16.8,-0.3,New Hampshire
2011,2,18.7,0.2,New Hampshire
2011,3,29.3,0.5,New Hampshire
2011,4,42.4,1.7,New Hampshire
2011,5,55.8,3.2,New Hampshire
2011,6,62.1,0.6,New Hampshire
2011,7,69.1,2.6,New Hampshire
2011,8,66.2,2.1,New Hampshire
2011,9,61,4.4,New Hampshire
2011,10,48.2,2.4,New Hampshire
2011,11,40.2,6,New Hampshire
2011,12,29.4,7.7,New Hampshire
2012,1,22.7,5.6,New Hampshire
2012,2,26.9,8.4,New Hampshire
2012,3,38.9,10.1,New Hampshire
2012,4,44.2,3.5,New Hampshire
2012,5,57,4.4,New Hampshire
2012,6,62.1,0.6,New Hampshire
2012,7,68.9,2.4,New Hampshire
2012,8,68.2,4.1,New Hampshire
2012,9,57.5,0.9,New Hampshire
2012,10,49.7,3.9,New Hampshire
2012,11,34.3,0.1,New Hampshire
2012,12,28.7,7,New Hampshire
2013,1,20.2,3.1,New Hampshire
2013,2,23.1,4.6,New Hampshire
2013,3,30.8,2,New Hampshire
2013,4,42,1.3,New Hampshire
2013,5,54.9,2.3,New Hampshire
2013,6,63.2,1.7,New Hampshire
2013,7,70.6,4.1,New Hampshire
2013,8,64.8,0.7,New Hampshire
2013,9,57.4,0.8,New Hampshire
2013,10,48,2.2,New Hampshire
2013,11,33.2,-1,New Hampshire
2013,12,22.2,0.5,New Hampshire
2014,1,16.5,-0.6,New Hampshire
2014,2,18.1,-0.4,New Hampshire
2014,3,21.6,-7.2,New Hampshire
2014,4,41.6,0.9,New Hampshire
2014,5,54,1.4,New Hampshire
2014,6,62.8,1.3,New Hampshire
2014,7,67.9,1.4,New Hampshire
2014,8,64,-0.1,New Hampshire
2014,9,57.8,1.2,New Hampshire
2014,10,49.8,4,New Hampshire
2014,11,33.8,-0.4,New Hampshire
2014,12,28.7,7,New Hampshire
2015,1,14.6,-2.5,New Hampshire
2015,2,8.1,-10.4,New Hampshire
2015,3,23.8,-5,New Hampshire
2015,4,40.6,-0.1,New Hampshire
2015,5,58.9,6.3,New Hampshire
2015,6,60.2,-1.3,New Hampshire
2015,7,66.9,0.4,New Hampshire
2015,8,67.6,3.5,New Hampshire
2015,9,62.7,6.1,New Hampshire
2015,10,45.2,-0.6,New Hampshire
2015,11,39.6,5.4,New Hampshire
2015,12,35.2,13.5,New Hampshire
2016,1,22.9,5.8,New Hampshire
2016,2,25.6,7.1,New Hampshire
2016,3,35.2,6.4,New Hampshire
2016,4,40.2,-0.5,New Hampshire
2016,5,54.8,2.2,New Hampshire
2016,6,62.6,1.1,New Hampshire
2016,7,68.5,2,New Hampshire
2016,8,68.2,4.1,New Hampshire
2016,9,60.5,3.9,New Hampshire
2016,10,48,2.2,New Hampshire
2016,11,37.9,3.7,New Hampshire
2016,12,24.4,2.7,New Hampshire
2017,1,25.7,8.6,New Hampshire
2017,2,26.7,8.2,New Hampshire
2017,3,25.3,-3.5,New Hampshire
2017,4,45.8,5.1,New Hampshire
2017,5,52.2,-0.4,New Hampshire
2017,6,62.6,1.1,New Hampshire
2017,7,66.5,0,New Hampshire
2017,8,64.1,0,New Hampshire
2017,9,62.2,5.6,New Hampshire
2017,10,53.9,8.1,New Hampshire
2017,11,34.6,0.4,New Hampshire
2017,12,19.6,-2.1,New Hampshire
2018,1,18.3,1.2,New Hampshire
2018,2,27,8.5,New Hampshire
2018,3,30.3,1.5,New Hampshire
2018,4,38,-2.7,New Hampshire
2018,5,57.3,4.7,New Hampshire
2018,6,61.4,-0.1,New Hampshire
2018,7,69.9,3.4,New Hampshire
2018,8,69.2,5.1,New Hampshire
2018,9,61.1,4.5,New Hampshire
2018,10,45,-0.8,New Hampshire
2018,11,31.2,-3,New Hampshire
2018,12,24.7,3,New Hampshire
2019,1,18,0.9,New Hampshire
2019,2,21,2.5,New Hampshire
2019,3,27.4,-1.4,New Hampshire
2019,4,42.4,1.7,New Hampshire
2019,5,51.3,-1.3,New Hampshire
2019,6,61.6,0.1,New Hampshire
2019,7,70,3.5,New Hampshire
2019,8,65.7,1.6,New Hampshire
2019,9,57.5,0.9,New Hampshire
2019,10,47.9,2.1,New Hampshire
2019,11,31.5,-2.7,New Hampshire
2019,12,24.7,3,New Hampshire
2020,1,25.2,8.1,New Hampshire
2020,2,24.2,5.7,New Hampshire
2020,3,34.2,5.4,New Hampshire
2020,4,39.6,-1.1,New Hampshire
2020,5,53.4,0.8,New Hampshire
2020,6,64,2.5,New Hampshire
2020,7,71.1,4.6,New Hampshire
2020,8,66.5,2.4,New Hampshire
2020,9,58.5,1.9,New Hampshire
2020,10,47,1.2,New Hampshire
2020,11,38.5,4.3,New Hampshire
2020,12,28,6.3,New Hampshire
2010,1,31.2,1.6,New Jersey
2010,2,31.1,0.5,New Jersey
2010,3,46.2,7,New Jersey
2010,4,55.5,6.2,New Jersey
2010,5,64,4.2,New Jersey
2010,6,73.9,5.4,New Jersey
2010,7,78.3,4.8,New Jersey
2010,8,74.9,3.3,New Jersey
2010,9,69.2,4.2,New Jersey
2010,10,56,2,New Jersey
2010,11,45,1.9,New Jersey
2010,12,30.8,-2.2,New Jersey
2011,1,27.2,-2.4,New Jersey
2011,2,34.4,3.8,New Jersey
2011,3,41.2,2,New Jersey
2011,4,53.9,4.6,New Jersey
2011,5,63.7,3.9,New Jersey
2011,6,71.9,3.4,New Jersey
2011,7,78.4,4.9,New Jersey
2011,8,73.5,1.9,New Jersey
2011,9,68.9,3.9,New Jersey
2011,10,55.8,1.8,New Jersey
2011,11,48.9,5.8,New Jersey
2011,12,40.5,7.5,New Jersey
2012,1,35.6,6,New Jersey
2012,2,38.9,8.3,New Jersey
2012,3,49.8,10.6,New Jersey
2012,4,52.6,3.3,New Jersey
2012,5,65.1,5.3,New Jersey
2012,6,70,1.5,New Jersey
2012,7,77.8,4.3,New Jersey
2012,8,74.7,3.1,New Jersey
2012,9,67,2,New Jersey
2012,10,56.8,2.8,New Jersey
2012,11,41.5,-1.6,New Jersey
2012,12,40.6,7.6,New Jersey
2013,1,33.9,4.3,New Jersey
2013,2,32.8,2.2,New Jersey
2013,3,38.6,-0.6,New Jersey
2013,4,51.5,2.2,New Jersey
2013,5,60.9,1.1,New Jersey
2013,6,71.2,2.7,New Jersey
2013,7,77.8,4.3,New Jersey
2013,8,71.4,-0.2,New Jersey
2013,9,64.4,-0.6,New Jersey
2013,10,57.1,3.1,New Jersey
2013,11,42.9,-0.2,New Jersey
2013,12,36,3,New Jersey
2014,1,26,-3.6,New Jersey
2014,2,29.5,-1.1,New Jersey
2014,3,35.4,-3.8,New Jersey
2014,4,50.3,1,New Jersey
2014,5,62,2.2,New Jersey
2014,6,70.6,2.1,New Jersey
2014,7,74.1,0.6,New Jersey
2014,8,70.8,-0.8,New Jersey
2014,9,66.9,1.9,New Jersey
2014,10,57,3,New Jersey
2014,11,42,-1.1,New Jersey
2014,12,38.7,5.7,New Jersey
2015,1,27.9,-1.7,New Jersey
2015,2,22.3,-8.3,New Jersey
2015,3,35.9,-3.3,New Jersey
2015,4,51.5,2.2,New Jersey
2015,5,66.1,6.3,New Jersey
2015,6,70.3,1.8,New Jersey
2015,7,75.2,1.7,New Jersey
2015,8,74.3,2.7,New Jersey
2015,9,70.7,5.7,New Jersey
2015,10,54.5,0.5,New Jersey
2015,11,49.7,6.6,New Jersey
2015,12,48,15,New Jersey
2016,1,31.4,1.8,New Jersey
2016,2,36,5.4,New Jersey
2016,3,47,7.8,New Jersey
2016,4,50.7,1.4,New Jersey
2016,5,60.2,0.4,New Jersey
2016,6,70.6,2.1,New Jersey
2016,7,77.2,3.7,New Jersey
2016,8,76.9,5.3,New Jersey
2016,9,69.7,4.7,New Jersey
2016,10,56.7,2.7,New Jersey
2016,11,46.7,3.6,New Jersey
2016,12,36.3,3.3,New Jersey
2017,1,36.2,6.6,New Jersey
2017,2,40.4,9.8,New Jersey
2017,3,38.9,-0.3,New Jersey
2017,4,55.9,6.6,New Jersey
2017,5,60,0.2,New Jersey
2017,6,70.4,1.9,New Jersey
2017,7,75.5,2,New Jersey
2017,8,71.6,0,New Jersey
2017,9,68.2,3.2,New Jersey
2017,10,60.4,6.4,New Jersey
2017,11,44.4,1.3,New Jersey
2017,12,33.2,0.2,New Jersey
2018,1,29.2,-0.4,New Jersey
2018,2,39.4,8.8,New Jersey
2018,3,38.3,-0.9,New Jersey
2018,4,48,-1.3,New Jersey
2018,5,65.2,5.4,New Jersey
2018,6,70.1,1.6,New Jersey
2018,7,76.2,2.7,New Jersey
2018,8,76.8,5.2,New Jersey
2018,9,70.2,5.2,New Jersey
2018,10,56.4,2.4,New Jersey
2018,11,42.5,-0.6,New Jersey
2018,12,37.8,4.8,New Jersey
2019,1,31.6,2,New Jersey
2019,2,34.7,4.1,New Jersey
2019,3,39.4,0.2,New Jersey
2019,4,54.8,5.5,New Jersey
2019,5,62.8,3,New Jersey
2019,6,70.6,2.1,New Jersey
2019,7,78,4.5,New Jersey
2019,8,74.5,2.9,New Jersey
2019,9,69,4,New Jersey
2019,10,58.2,4.2,New Jersey
2019,11,41.3,-1.8,New Jersey
2019,12,36.4,3.4,New Jersey
2020,1,37.3,7.7,New Jersey
2020,2,39.1,8.5,New Jersey
2020,3,46.3,7.1,New Jersey
2020,4,48.7,-0.6,New Jersey
2020,5,59.1,-0.7,New Jersey
2020,6,71.5,3,New Jersey
2020,7,78.8,5.3,New Jersey
2020,8,75.5,3.9,New Jersey
2020,9,66.8,1.8,New Jersey
2020,10,57,3,New Jersey
2020,11,49.2,6.1,New Jersey
2020,12,37,4,New Jersey
2010,1,33.6,-0.1,New Mexico
2010,2,35.1,-2.7,New Mexico
2010,3,43.1,-0.4,New Mexico
2010,4,52.7,1.3,New Mexico
2010,5,59.9,-0.3,New Mexico
2010,6,72.6,3.4,New Mexico
2010,7,73.4,0.7,New Mexico
2010,8,72.3,1.4,New Mexico
2010,9,68.3,3.8,New Mexico
2010,10,56.7,2.6,New Mexico
2010,11,42,-0.1,New Mexico
2010,12,40.4,6,New Mexico
2011,1,33.8,0.1,New Mexico
2011,2,35,-2.8,New Mexico
2011,3,49.2,5.7,New Mexico
2011,4,55.6,4.2,New Mexico
2011,5,59.6,-0.6,New Mexico
2011,6,73.1,3.9,New Mexico
2011,7,76.6,3.9,New Mexico
2011,8,76,5.1,New Mexico
2011,9,66.3,1.8,New Mexico
2011,10,55.3,1.2,New Mexico
2011,11,43.5,1.4,New Mexico
2011,12,31.4,-3,New Mexico
2012,1,38.6,4.9,New Mexico
2012,2,38.2,0.4,New Mexico
2012,3,47.8,4.3,New Mexico
2012,4,56.6,5.2,New Mexico
2012,5,63.4,3.2,New Mexico
2012,6,74.2,5,New Mexico
2012,7,74.4,1.7,New Mexico
2012,8,73.9,3,New Mexico
2012,9,66.2,1.7,New Mexico
2012,10,56.1,2,New Mexico
2012,11,46.6,4.5,New Mexico
2012,12,36,1.6,New Mexico
2013,1,32,-1.7,New Mexico
2013,2,36.1,-1.7,New Mexico
2013,3,46.6,3.1,New Mexico
2013,4,52.6,1.2,New Mexico
2013,5,61.6,1.4,New Mexico
